id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
654005,1242765,Kate,Manhattan,Upper West Side,Entire home/apt,349,3,58,341
654232,3291022,Noel,Manhattan,East Village,Entire home/apt,99,3,10,0
654612,3293368,Kathleen,Manhattan,Hell's Kitchen,Entire home/apt,160,2,83,105
655230,3298062,Connie,Manhattan,Chinatown,Entire home/apt,149,4,12,203
655472,326329,Nick,Brooklyn,Crown Heights,Entire home/apt,60,3,1,0
655783,3301845,Alana,Manhattan,Midtown,Entire home/apt,285,7,10,0
656281,3180741,Manon,Brooklyn,Kensington,Private room,72,1,48,312
657005,159780,Horatio,Manhattan,West Village,Entire home/apt,150,16,5,339
657198,414627,Charlotte,Brooklyn,Columbia St,Entire home/apt,200,3,15,0
657217,3312204,Olga,Manhattan,Upper East Side,Private room,79,1,347,247
657727,3315563,Mariko,Manhattan,Upper West Side,Entire home/apt,197,1,108,269
658008,3317183,Claire,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,3,163,218
658366,3319410,Dawn,Manhattan,Gramercy,Entire home/apt,127,3,182,264
658515,3320650,Jay,Manhattan,East Harlem,Private room,110,1,37,365
658932,3323929,Erika,Queens,Ridgewood,Private room,69,1,30,0
659880,1648054,Ruth,Brooklyn,Williamsburg,Private room,100,60,3,365
659952,3166753,Ben,Manhattan,Hell's Kitchen,Entire home/apt,99,3,46,31
660016,270064,Sean - Hygge Stay,Brooklyn,Williamsburg,Entire home/apt,139,2,211,19
660036,3330459,Lynne,Manhattan,Upper West Side,Private room,113,1,93,2
661814,3341426,Nika,Manhattan,Chelsea,Entire home/apt,250,2,10,0
663608,3351317,Clara,Manhattan,Kips Bay,Entire home/apt,295,4,72,122
664047,836168,Henry,Manhattan,Upper West Side,Entire home/apt,2000,30,59,364
665394,1139222,Carl,Manhattan,Hell's Kitchen,Entire home/apt,220,2,18,0
666220,2490963,Matteo,Manhattan,East Village,Private room,75,5,6,0
666315,1486465,Carlo,Brooklyn,Williamsburg,Entire home/apt,100,31,15,223
666613,3370705,Valentin,Brooklyn,Williamsburg,Entire home/apt,199,4,78,65
667375,3376141,Nic,Manhattan,Chelsea,Entire home/apt,200,3,17,5
667549,3377231,Lina,Brooklyn,Flatbush,Entire home/apt,140,4,15,365
668400,3383354,Martina,Manhattan,Inwood,Private room,50,7,1,0
668691,3363720,Kate,Brooklyn,Bushwick,Private room,45,5,69,223
669633,2400932,Jackie'S Place,Brooklyn,Gowanus,Entire home/apt,109,31,114,110
669831,3392287,Roxanne,Manhattan,East Harlem,Private room,108,3,161,24
670767,3363720,Kate,Brooklyn,Bushwick,Private room,42,5,70,236
671633,1709717,Camille,Manhattan,Upper East Side,Entire home/apt,141,2,46,346
672724,3411621,Elizabeth,Brooklyn,Fort Greene,Entire home/apt,355,5,19,301
673248,3317183,Claire,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,162,249
673760,2219255,Natalie,Brooklyn,Canarsie,Private room,250,2,70,0
674692,3425965,Francesca,Queens,Ridgewood,Private room,75,14,11,332
675793,3432742,Callie,Manhattan,West Village,Private room,88,2,2,348
676257,1465539,Ouii,Manhattan,Kips Bay,Private room,65,5,39,318
676295,27848,Jullett,Queens,Jamaica,Private room,58,2,56,365
679633,3458785,Glauce,Queens,Ditmars Steinway,Entire home/apt,75,3,1,0
679769,3404680,James,Queens,Astoria,Private room,100,2,35,144
680104,3462232,Stephen,Manhattan,Lower East Side,Private room,167,5,32,341
680225,2675998,Alice,Queens,Ridgewood,Private room,65,2,1,0
680998,3467798,Laila,Manhattan,Harlem,Entire home/apt,125,21,12,267
681518,2777672,Kalae,Manhattan,Upper West Side,Private room,95,2,211,126
681805,3375455,Maria,Staten Island,Mariners Harbor,Private room,54,2,48,232
682122,3475005,Yolanda,Brooklyn,Flatlands,Entire home/apt,89,2,219,319
682155,3392287,Roxanne,Manhattan,East Harlem,Private room,92,3,218,12
683084,3480879,Danny,Manhattan,Chelsea,Entire home/apt,199,6,40,0
683681,1397883,Jeff,Manhattan,West Village,Entire home/apt,179,14,37,284
683743,1229984,John,Queens,Long Island City,Private room,65,20,28,188
683821,3447309,Mie,Manhattan,Harlem,Private room,55,3,66,13
684808,3491890,George Steven,Manhattan,Murray Hill,Entire home/apt,129,30,43,256
684991,3491890,George Steven,Manhattan,Murray Hill,Entire home/apt,134,30,9,313
685435,1360296,Maria Daniela,Brooklyn,East New York,Private room,35,3,13,2
686696,3502638,Daniel,Manhattan,Upper East Side,Private room,250,1,60,148
688652,62855,Andrew,Brooklyn,Clinton Hill,Entire home/apt,249,4,19,362
689329,2446219,Biren,Queens,East Elmhurst,Private room,62,1,296,234
689900,475916,Katherine,Manhattan,Upper West Side,Private room,119,1,96,0
690349,3540041,Peter,Brooklyn,South Slope,Entire home/apt,179,2,77,0
690516,66329,Collin,Brooklyn,Fort Greene,Entire home/apt,220,1,115,96
690553,743742,Ethan And Wray,Brooklyn,Williamsburg,Entire home/apt,198,1,294,233
690603,3530446,Maurice,Brooklyn,Crown Heights,Entire home/apt,155,3,66,309
690675,2172525,Slava,Brooklyn,Williamsburg,Entire home/apt,199,7,4,0
690849,284224,Daniel,Manhattan,East Village,Entire home/apt,95,3,39,15
690934,570988,Yves,Brooklyn,Park Slope,Entire home/apt,550,4,173,258
690960,3531317,Ingrid,Brooklyn,Bushwick,Private room,60,2,295,210
692137,3538661,Phillip,Brooklyn,Williamsburg,Entire home/apt,380,4,62,170
692567,3541525,Lindsay,Brooklyn,Bushwick,Private room,84,2,138,225
693597,2817397,Larysa,Manhattan,Upper West Side,Entire home/apt,165,30,27,128
695002,1443121,Pavel,Manhattan,East Village,Entire home/apt,105,30,96,295
695216,3558158,Natalie,Brooklyn,Fort Greene,Entire home/apt,134,2,119,0
695297,2195782,Boris,Brooklyn,Bedford-Stuyvesant,Private room,68,5,8,281
695465,3561489,John,Manhattan,East Village,Entire home/apt,73,30,100,3
696593,3228992,Karin,Brooklyn,Park Slope,Entire home/apt,150,5,1,27
697499,1372779,Charlie,Manhattan,Upper West Side,Entire home/apt,100,3,89,0
697923,3576466,Kevin,Manhattan,Hell's Kitchen,Private room,75,2,176,23
698094,3569392,Kristen,Manhattan,Midtown,Private room,120,4,31,0
698132,3577509,Eric,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,4,239,1
698162,3577848,Abby,Manhattan,Inwood,Entire home/apt,55,2,79,3
698298,1746432,Joseph,Manhattan,Nolita,Private room,95,10,13,51
698327,3579337,Nina,Manhattan,Chelsea,Private room,72,14,11,297
698514,3579116,Kristin,Manhattan,West Village,Entire home/apt,250,80,5,78
698882,2994135,Devin  & Justin,Brooklyn,Cobble Hill,Private room,69,2,13,0
699348,279845,Chantille & Linda,Brooklyn,Prospect Heights,Private room,78,4,190,188
699472,3587751,Janet-David,Brooklyn,Williamsburg,Entire home/apt,220,1,404,341
700530,2495668,Christos,Manhattan,SoHo,Entire home/apt,230,2,27,101
700916,3595395,Gabriela,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,79,246
701227,3598306,Afaliah,Brooklyn,Fort Greene,Private room,80,2,14,364
702213,240471,Roberto,Brooklyn,Williamsburg,Private room,150,3,32,365
702440,3605606,Gisela,Brooklyn,Park Slope,Entire home/apt,150,3,76,266
702551,3606458,Mathew,Manhattan,Upper West Side,Entire home/apt,900,1,7,365
703745,3597177,Ori,Manhattan,East Village,Entire home/apt,130,7,11,0
703971,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,Private room,70,5,18,365
704838,3621183,Paul,Queens,Woodside,Entire home/apt,120,3,60,281
705749,3625735,Marianne,Staten Island,Concord,Private room,75,30,59,354
705997,240048,Katherine / François,Brooklyn,Sunset Park,Entire home/apt,100,15,22,5
706347,839679,Brady,Brooklyn,Williamsburg,Private room,69,3,2,284
707396,3636235,Ari,Manhattan,East Village,Entire home/apt,399,7,104,42
707736,1507336,Jeff,Manhattan,Harlem,Entire home/apt,299,3,6,348
708374,315918,Arlette,Manhattan,Upper West Side,Private room,100,3,326,90
708637,3644693,Eugenia,Queens,Jackson Heights,Private room,68,28,55,89
710243,1444304,Alejandra,Manhattan,Lower East Side,Entire home/apt,175,5,56,263
710283,283215,Isabelle,Brooklyn,Greenpoint,Entire home/apt,330,3,51,19
710284,3642625,Amy,Manhattan,Chelsea,Entire home/apt,425,5,7,0
711635,3662459,Barry,Manhattan,East Village,Entire home/apt,240,5,86,344
712136,3625735,Marianne,Staten Island,Concord,Private room,75,30,36,362
712260,3666608,Paul And Debra,Brooklyn,Carroll Gardens,Private room,210,2,75,309
713538,3672774,Alison,Brooklyn,Clinton Hill,Entire home/apt,175,1,363,323
713891,3675389,Giorgia & Benjamin,Brooklyn,Williamsburg,Private room,85,2,146,46
714028,3621183,Paul,Queens,Woodside,Entire home/apt,120,3,51,253
714049,3621183,Paul,Queens,Woodside,Entire home/apt,120,3,55,289
714075,3597769,Enid,Brooklyn,Bedford-Stuyvesant,Private room,75,5,1,0
714939,3578480,Radan,Manhattan,West Village,Entire home/apt,495,3,29,22
715102,1002452,Florencia,Brooklyn,Williamsburg,Private room,65,14,30,38
715270,3684360,Enrique,Bronx,Allerton,Private room,39,2,169,306
716169,2055073,Melissa,Brooklyn,Fort Greene,Entire home/apt,93,4,1,0
718761,216191,M,Brooklyn,Williamsburg,Private room,146,2,8,88
719329,3711499,Silvia,Brooklyn,Crown Heights,Entire home/apt,120,3,12,15
719914,3715319,Crystal,Manhattan,Harlem,Private room,79,3,19,365
720274,3717536,Adam,Brooklyn,Crown Heights,Entire home/apt,100,5,9,0
720394,3718361,Jo,Manhattan,Upper West Side,Private room,120,1,5,0
721719,3726131,John,Manhattan,Harlem,Entire home/apt,150,5,17,36
721762,3726366,Dk,Manhattan,East Village,Entire home/apt,144,4,70,198
722451,3730928,Dustin,Manhattan,Harlem,Entire home/apt,350,1,1,0
722464,3597769,Enid,Brooklyn,Bedford-Stuyvesant,Private room,85,5,1,189
723507,3737582,Ellen,Manhattan,Upper West Side,Entire home/apt,195,3,17,26
723523,3390362,Neill,Manhattan,Upper East Side,Entire home/apt,200,2,59,0
723560,3738130,Andrea,Manhattan,Lower East Side,Entire home/apt,169,5,62,249
723709,297176,Bethania,Manhattan,Harlem,Private room,95,10,6,63
725270,3750402,Alexander,Manhattan,Flatiron District,Entire home/apt,375,2,33,346
725509,3752523,Ari,Brooklyn,Crown Heights,Entire home/apt,168,2,158,253
726422,3759301,Natalia,Brooklyn,Crown Heights,Entire home/apt,50,4,8,220
726465,1869332,Elli,Brooklyn,Williamsburg,Private room,129,2,129,36
726692,3641304,Remo,Queens,Astoria,Entire home/apt,245,6,1,164
727512,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,50,47
727547,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,116,36
727835,3772684,Glasshouse,Brooklyn,Williamsburg,Private room,99,6,89,89
727964,3493470,Tari,Brooklyn,Brooklyn Heights,Entire home/apt,160,1,17,0
728409,3778274,AJ And Freddy,Brooklyn,Williamsburg,Private room,65,2,164,0
728493,1601416,Clement & Natalia,Manhattan,Harlem,Private room,70,7,67,0
728498,3779334,Lex And Derek,Manhattan,Harlem,Private room,80,1,135,365
728764,1475015,Mike,Manhattan,Hell's Kitchen,Entire home/apt,100,30,3,365
729306,3787686,"Porfirio ""Firo"" & Maria",Brooklyn,Borough Park,Private room,70,1,139,364
729841,73549,Melinda,Manhattan,West Village,Entire home/apt,200,2,23,0
730480,3798686,Jonathan,Brooklyn,Sunset Park,Private room,66,3,51,329
731293,3805320,R And R,Manhattan,Upper East Side,Entire home/apt,200,3,203,260
731300,3398752,Alessandra,Brooklyn,Williamsburg,Private room,95,2,164,93
731316,3805397,Christa,Manhattan,Chelsea,Entire home/apt,140,1,6,0
732624,3813161,Cleveland,Manhattan,Harlem,Private room,65,1,327,287
732700,3815537,Reshma,Manhattan,Midtown,Entire home/apt,106,7,10,0
734749,3831783,Shahar,Manhattan,Upper West Side,Entire home/apt,155,181,82,188
735677,3771963,Megan,Manhattan,East Village,Entire home/apt,249,2,111,28
735890,3839667,Hallie,Manhattan,East Village,Entire home/apt,120,7,6,0
736187,3842134,Dawn,Brooklyn,Greenpoint,Private room,52,5,35,1
737075,2333904,Stephanie,Manhattan,East Village,Private room,75,26,57,98
737126,3847832,Eric,Brooklyn,Williamsburg,Shared room,195,2,80,364
738588,1360198,Marina,Staten Island,Arrochar,Entire home/apt,625,4,1,335
739239,15145088,Izi,Manhattan,Upper West Side,Entire home/apt,171,30,4,346
739242,15145088,Izi,Manhattan,Upper West Side,Entire home/apt,185,30,8,346
739815,1486623,Sol,Queens,Long Island City,Private room,55,7,39,46
740823,570882,Eldad & Paulina,Brooklyn,Bushwick,Private room,50,2,27,2
740947,1475015,Mike,Manhattan,Kips Bay,Entire home/apt,120,30,3,365
741154,1406458,Nancy,Manhattan,Tribeca,Entire home/apt,210,14,10,0
741346,1099464,Nicolas,Manhattan,East Village,Entire home/apt,133,2,1,50
741354,2577615,Ella,Brooklyn,Brighton Beach,Entire home/apt,73,30,21,251
741783,3880974,Neil & Katie,Manhattan,West Village,Entire home/apt,350,1,237,0
741797,3131199,Oly,Manhattan,Tribeca,Entire home/apt,259,2,20,17
741806,3883580,Viva,Manhattan,Inwood,Private room,97,7,2,87
742026,132132,Rachel,Manhattan,Nolita,Entire home/apt,199,7,66,142
742779,3889339,Stacey,Manhattan,Morningside Heights,Entire home/apt,125,2,7,358
742795,3889383,Elizabeth,Brooklyn,Fort Greene,Entire home/apt,100,1,273,45
744078,2219255,Natalie,Brooklyn,Canarsie,Private room,39,5,60,34
744220,52615,Kjersti,Manhattan,Nolita,Entire home/apt,125,28,19,267
744228,192750,Charlotte,Manhattan,Harlem,Entire home/apt,150,1,2,0
745037,3906249,Page,Manhattan,Midtown,Entire home/apt,170,7,83,203
746088,1483464,Robert,Manhattan,Little Italy,Entire home/apt,199,3,219,212
746996,3920265,Kedin,Brooklyn,Park Slope,Private room,125,3,270,300
747029,3920522,Erik,Manhattan,Chelsea,Private room,155,5,18,90
747159,3801683,Jackson,Manhattan,Gramercy,Private room,120,4,132,267
747344,3011406,Ellie,Brooklyn,Williamsburg,Entire home/apt,220,3,151,115
747419,160565,Corina,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,3,0
747538,2293050,Nick,Brooklyn,Crown Heights,Private room,61,2,167,320
747605,3665794,Jack,Manhattan,East Village,Entire home/apt,179,4,213,277
748656,1687335,Aimée,Queens,Flushing,Shared room,108,5,2,0
749108,3936154,Molly,Brooklyn,Clinton Hill,Entire home/apt,575,3,12,0
749455,3929012,Kevin,Manhattan,Upper West Side,Private room,99,1,353,73
749896,3941862,Phil,Brooklyn,Williamsburg,Entire home/apt,175,3,3,0
749965,3905456,Amber,Brooklyn,Flatbush,Entire home/apt,110,1,3,0
751851,3010682,Philippa,Brooklyn,Park Slope,Entire home/apt,250,10,4,0
752202,3955766,Emily,Brooklyn,Bedford-Stuyvesant,Private room,100,1,113,0
752289,2285974,Cristiana,Manhattan,Greenwich Village,Entire home/apt,200,4,11,259
752366,3956850,Dana,Queens,Astoria,Entire home/apt,89,3,17,0
752616,3916070,Boris,Manhattan,Chinatown,Entire home/apt,400,3,46,175
752783,3959655,Eric And Aoife,Brooklyn,Windsor Terrace,Entire home/apt,149,21,52,0
753399,3963008,Philip,Manhattan,SoHo,Entire home/apt,500,10,10,33
753622,869880,Karen,Manhattan,East Village,Private room,95,5,64,316
753687,3964655,Nicole,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,104,275
753983,3966721,Shaina,Manhattan,Upper West Side,Private room,80,4,75,15
753991,1884204,Mark,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,5,227,234
754353,3250450,Petya,Queens,Long Island City,Private room,39,30,13,360
755528,3684360,Enrique,Bronx,Allerton,Entire home/apt,49,2,189,238
755684,3977494,Sandra,Manhattan,Greenwich Village,Entire home/apt,187,14,1,0
755703,3977693,Oliver,Brooklyn,Bushwick,Private room,55,3,10,0
756655,3983140,Randy,Brooklyn,Prospect Heights,Entire home/apt,250,3,61,0
756892,3731320,Sara,Manhattan,Midtown,Entire home/apt,125,4,3,0
756928,1358245,Tania,Brooklyn,Clinton Hill,Entire home/apt,100,2,27,159
757007,2124690,Chanelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,7,1,0
757187,209647,Jorge,Brooklyn,Clinton Hill,Private room,50,4,32,347
758782,286313,Kiovanna,Manhattan,Midtown,Entire home/apt,133,6,22,5
760303,4007393,Jenni,Manhattan,Upper East Side,Entire home/apt,155,5,63,235
761606,1292205,Pasha,Queens,Astoria,Entire home/apt,140,5,15,260
761835,4015459,Joao Lucas,Queens,Astoria,Private room,80,2,72,364
762015,3992566,Clay,Brooklyn,Bushwick,Private room,103,2,58,69
762145,3315563,Mariko,Manhattan,Upper West Side,Entire home/apt,600,3,9,353
763527,3604585,Jenny,Brooklyn,Flatbush,Private room,70,3,169,188
763600,3891399,Anthony,Brooklyn,Williamsburg,Private room,75,3,2,0
763809,3604585,Jenny,Brooklyn,Flatbush,Private room,55,3,66,264
763965,4027283,Mariko,Manhattan,East Harlem,Entire home/apt,50,4,24,25
764052,2618273,Sabrina,Queens,Ditmars Steinway,Entire home/apt,390,3,1,89
764753,3371859,Jenny & Jose,Brooklyn,Crown Heights,Entire home/apt,82,8,108,238
765203,2276842,Debbie,Brooklyn,Williamsburg,Shared room,52,3,19,88
765315,4034995,Susan,Brooklyn,Williamsburg,Private room,115,2,91,258
765563,4036685,Norman,Queens,Bayside,Entire home/apt,299,2,67,322
765569,4036700,Anna,Brooklyn,Downtown Brooklyn,Entire home/apt,175,13,64,116
766542,4041877,Ana,Brooklyn,Williamsburg,Entire home/apt,100,90,4,250
766964,4044889,Jenna,Queens,Astoria,Private room,55,80,3,119
767562,1949282,Kyla,Brooklyn,Bushwick,Private room,45,2,77,167
767761,4049527,Nathaniel,Brooklyn,Williamsburg,Entire home/apt,165,1,41,19
767967,3949235,Lior,Manhattan,Chelsea,Entire home/apt,105,7,2,0
767983,4048448,Miki & Yacine,Brooklyn,Williamsburg,Entire home/apt,200,3,4,0
769175,4061660,Amy,Manhattan,Washington Heights,Private room,65,30,1,249
769279,1228080,Sasha,Manhattan,East Village,Private room,100,7,1,0
769448,4059034,Ian,Brooklyn,Williamsburg,Entire home/apt,312,2,302,246
770514,4064804,Niki,Manhattan,Flatiron District,Entire home/apt,195,1,1,0
770893,4066797,Victoria,Manhattan,Upper West Side,Entire home/apt,100,29,3,301
770960,4067211,Stephane & Hana,Brooklyn,Prospect Heights,Entire home/apt,155,3,13,0
772362,2631234,Frank,Manhattan,Hell's Kitchen,Entire home/apt,165,3,276,146
772679,4076876,Tauheed,Manhattan,East Harlem,Entire home/apt,120,3,22,365
773041,3684360,Enrique,Bronx,Allerton,Private room,38,1,187,241
773844,4083145,Hannah,Brooklyn,Fort Greene,Private room,90,10,1,0
773993,4083654,Santina,Manhattan,Upper East Side,Private room,85,2,138,196
774791,1528912,Weiwei,Queens,Flushing,Private room,55,2,31,282
774899,266210,Charles,Manhattan,West Village,Shared room,350,2,13,0
775238,3659439,Michelle,Manhattan,East Village,Private room,59,4,12,12
775280,4089511,Marie,Manhattan,Harlem,Entire home/apt,280,4,97,48
775326,1568517,Karl & Catherine,Queens,Long Island City,Private room,69,1,153,132
776257,4094151,Sean,Brooklyn,Williamsburg,Entire home/apt,230,5,72,325
777297,3419446,Jennifer,Brooklyn,Williamsburg,Entire home/apt,200,2,72,52
777327,4086839,Nataliya,Brooklyn,Flatbush,Entire home/apt,150,5,52,311
778381,3043126,Aziza,Brooklyn,Bedford-Stuyvesant,Private room,75,1,28,365
778495,1114587,Keenan & Emily,Manhattan,Upper West Side,Private room,120,3,2,0
779561,4110491,Daniel,Manhattan,West Village,Entire home/apt,140,30,18,182
779838,4040811,Vance,Manhattan,Upper West Side,Entire home/apt,200,2,8,337
780205,4092307,Eddie,Manhattan,Civic Center,Entire home/apt,225,3,3,189
780858,4118217,Peter,Brooklyn,Fort Greene,Entire home/apt,145,7,4,36
781486,2723812,Libertad,Bronx,Port Morris,Private room,60,3,86,1
782063,4125000,Joseph,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,5,7,0
782554,1830890,Adela,Manhattan,West Village,Entire home/apt,189,2,68,63
783202,4129805,Evelyn,Manhattan,West Village,Entire home/apt,190,2,185,0
783341,4111640,Jennifer,Manhattan,Lower East Side,Private room,69,7,48,235
783964,2347382,Massi & Ray,Queens,Long Island City,Private room,70,1,148,303
784088,1506795,Anthony,Brooklyn,Williamsburg,Entire home/apt,155,2,8,0
784124,3483450,Aswad,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,2,67,329
784169,4135221,Nathalie,Manhattan,West Village,Private room,160,1,148,295
784170,430188,Pam,Brooklyn,Williamsburg,Private room,100,20,1,214
785166,2840710,Mark,Manhattan,Lower East Side,Entire home/apt,220,25,1,350
785508,873273,Christian & Carla,Manhattan,Washington Heights,Private room,85,2,211,339
785978,953375,Wiebke,Manhattan,East Village,Entire home/apt,135,5,18,0
786053,2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,Private room,45,1,168,359
